Order ID,Restaurant Name,Location,State,Region,Order Time,Delivery Time,Order Month,Month Number,Day of Week,Day Number,Order Hour,Is Peak Hour,Is Weekend,Pizza Size,Pizza Type,Toppings Count,Topping Density,Pizza Complexity,Distance (km),Traffic Level,Traffic Impact,Delivery Duration (min),Estimated Duration (min),Delay (min),Is Delayed,Restaurant Avg Time,Delivery vs Restaurant Avg (min),Slower Than Restaurant Avg,Delivery Efficiency (min/km),Payment Method,Payment Category
ORD062,Papa John's,"Boston, MA",MA,Northeast,2024-03-03 20:15:00,2024-03-03 20:40:00,March,3,Sunday,6,20,True,True,Small,Vegan,2,1.0,2,2.0,Medium,2,25,4.8,20.2,False,28.18627450980392,-3.19,False,12.5,Cash,Offline
ORD063,Little Caesars,"Dallas, TX",TX,South,2024-03-04 18:30:00,2024-03-04 18:50:00,March,3,Monday,0,18,True,False,Medium,Non-Veg,3,1.0,6,3.0,High,3,20,7.199999999999999,12.8,False,28.84422110552764,-8.84,False,6.666666666666667,Wallet,Online
ORD064,Pizza Hut,"Los Angeles, CA",CA,West,2024-03-05 19:45:00,2024-03-05 20:10:00,March,3,Tuesday,1,19,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,Low,1,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Card,Online
ORD065,Marco's Pizza,"Chicago, IL",IL,Midwest,2024-03-06 13:00:00,2024-03-06 13:20:00,March,3,Wednesday,2,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,Card,Online
ORD066,Domino's,"Miami, FL",FL,South,2024-03-07 18:30:00,2024-03-07 18:50:00,March,3,Thursday,3,18,True,False,Large,Veg,4,1.0,12,4.0,High,3,20,9.6,10.4,False,30.25943396226415,-10.26,False,5.0,Card,Online
ORD067,Papa John's,"Dallas, TX",TX,South,2024-03-08 20:00:00,2024-03-08 20:25:00,March,3,Friday,4,20,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Medium,2,25,8.4,16.6,False,28.18627450980392,-3.19,False,7.142857142857143,UPI,Online
ORD068,Little Caesars,"Chicago, IL",IL,Midwest,2024-03-09 19:15:00,2024-03-09 19:35:00,March,3,Saturday,5,19,True,True,Small,Vegan,2,0.8,2,2.5,Low,1,20,6.0,14.0,False,28.84422110552764,-8.84,False,8.0,Cash,Offline
ORD069,Pizza Hut,"Phoenix, AZ",AZ,West,2024-03-10 19:45:00,2024-03-10 20:10:00,March,3,Sunday,6,19,True,True,XL,Cheese Burst,5,1.111111111111111,20,4.5,High,3,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Wallet,Online
ORD070,Marco's Pizza,"Atlanta, GA",GA,South,2024-03-11 13:00:00,2024-03-11 13:20:00,March,3,Monday,0,13,False,False,Medium,Non-Veg,3,1.0,6,3.0,Low,1,20,7.199999999999999,12.8,False,30.28645833333333,-10.29,False,6.666666666666667,Card,Online
ORD071,Domino's,"Seattle, WA",WA,West,2024-03-12 18:30:00,2024-03-12 18:50:00,March,3,Tuesday,1,18,True,False,Large,Veg,4,1.0,12,4.0,Medium,2,20,9.6,10.4,False,30.25943396226415,-10.26,False,5.0,UPI,Online
ORD072,Papa John's,"Denver, CO",CO,West,2024-03-13 20:15:00,2024-03-13 20:40:00,March,3,Wednesday,2,20,True,False,Small,Vegan,2,1.0,2,2.0,High,3,25,4.8,20.2,False,28.18627450980392,-3.19,False,12.5,Cash,Offline
ORD073,Little Caesars,"Boston, MA",MA,Northeast,2024-03-14 18:30:00,2024-03-14 18:50:00,March,3,Thursday,3,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,28.84422110552764,-8.84,False,5.714285714285714,Wallet,Online
ORD074,Pizza Hut,"Chicago, IL",IL,Midwest,2024-03-15 19:45:00,2024-03-15 20:10:00,March,3,Friday,4,19,True,False,XL,Cheese Burst,5,1.25,20,4.0,Medium,2,25,9.6,15.4,False,29.94845360824742,-4.95,False,6.25,Card,Online
ORD075,Marco's Pizza,"Miami, FL",FL,South,2024-03-16 13:00:00,2024-03-16 13:20:00,March,3,Saturday,5,13,False,True,Medium,Non-Veg,3,1.0,6,3.0,High,3,20,7.199999999999999,12.8,False,30.28645833333333,-10.29,False,6.666666666666667,UPI,Online
ORD076,Domino's,"Los Angeles, CA",CA,West,2024-03-17 18:30:00,2024-03-17 18:50:00,March,3,Sunday,6,18,True,True,Large,Veg,4,0.8888888888888888,12,4.5,Low,1,20,10.8,9.200000000000001,False,30.25943396226415,-10.26,False,4.444444444444445,Cash,Offline
ORD077,Papa John's,"Phoenix, AZ",AZ,West,2024-03-18 20:00:00,2024-03-18 20:25:00,March,3,Monday,0,20,True,False,Medium,Non-Veg,3,1.0,6,3.0,High,3,25,7.199999999999999,17.8,False,28.18627450980392,-3.19,False,8.333333333333334,Wallet,Online
ORD078,Little Caesars,"Atlanta, GA",GA,South,2024-03-19 19:15:00,2024-03-19 19:35:00,March,3,Tuesday,1,19,True,False,Small,Vegan,2,0.8,2,2.5,Low,1,20,6.0,14.0,False,28.84422110552764,-8.84,False,8.0,Card,Online
ORD079,Pizza Hut,"Dallas, TX",TX,South,2024-03-20 19:45:00,2024-03-20 20:10:00,March,3,Wednesday,2,19,True,False,XL,Cheese Burst,5,1.25,20,4.0,Medium,2,25,9.6,15.4,False,29.94845360824742,-4.95,False,6.25,UPI,Online
ORD080,Marco's Pizza,"Seattle, WA",WA,West,2024-03-21 13:00:00,2024-03-21 13:20:00,March,3,Thursday,3,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,High,3,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,Cash,Offline
ORD081,Domino's,"Denver, CO",CO,West,2024-03-22 18:30:00,2024-03-22 18:50:00,March,3,Friday,4,18,True,False,Large,Veg,4,1.0,12,4.0,Low,1,20,9.6,10.4,False,30.25943396226415,-10.26,False,5.0,Wallet,Online
ORD082,Papa John's,"Boston, MA",MA,Northeast,2024-03-23 20:15:00,2024-03-23 20:40:00,March,3,Saturday,5,20,True,True,Small,Vegan,2,1.0,2,2.0,High,3,25,4.8,20.2,False,28.18627450980392,-3.19,False,12.5,Card,Online
ORD083,Little Caesars,"Dallas, TX",TX,South,2024-03-24 18:30:00,2024-03-24 18:50:00,March,3,Sunday,6,18,True,True,Medium,Non-Veg,3,1.0,6,3.0,High,3,20,7.199999999999999,12.8,False,28.84422110552764,-8.84,False,6.666666666666667,UPI,Online
ORD084,Pizza Hut,"Los Angeles, CA",CA,West,2024-03-25 19:45:00,2024-03-25 20:10:00,March,3,Monday,0,19,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,Low,1,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Cash,Offline
ORD085,Marco's Pizza,"Chicago, IL",IL,Midwest,2024-03-26 13:00:00,2024-03-26 13:20:00,March,3,Tuesday,1,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Medium,2,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,Wallet,Online
ORD086,Domino's,"Miami, FL",FL,South,2024-03-27 18:30:00,2024-03-27 18:50:00,March,3,Wednesday,2,18,True,False,Large,Veg,4,1.0,12,4.0,High,3,20,9.6,10.4,False,30.25943396226415,-10.26,False,5.0,Card,Online
ORD087,Papa John's,"Dallas, TX",TX,South,2024-03-28 20:00:00,2024-03-28 20:25:00,March,3,Thursday,3,20,True,False,Medium,Non-Veg,3,1.0,6,3.0,Low,1,25,7.199999999999999,17.8,False,28.18627450980392,-3.19,False,8.333333333333334,UPI,Online
ORD088,Little Caesars,"Houston, TX",TX,South,2024-03-29 19:15:00,2024-03-29 19:35:00,March,3,Friday,4,19,True,False,Small,Vegan,2,0.8,2,2.5,Low,1,20,6.0,14.0,False,28.84422110552764,-8.84,False,8.0,Cash,Offline
ORD089,Pizza Hut,"Phoenix, AZ",AZ,West,2024-03-30 19:45:00,2024-03-30 20:10:00,March,3,Saturday,5,19,True,True,XL,Cheese Burst,5,1.111111111111111,20,4.5,High,3,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Wallet,Online
ORD090,Marco's Pizza,"Atlanta, GA",GA,South,2024-03-31 13:00:00,2024-03-31 13:20:00,March,3,Sunday,6,13,False,True,Medium,Non-Veg,3,1.0,6,3.0,Medium,2,20,7.199999999999999,12.8,False,30.28645833333333,-10.29,False,6.666666666666667,Card,Online
ORD091,Domino's,"Seattle, WA",WA,West,2024-04-01 18:30:00,2024-04-01 18:50:00,April,4,Monday,0,18,True,False,Large,Veg,4,1.0,12,4.0,Low,1,20,9.6,10.4,False,30.25943396226415,-10.26,False,5.0,UPI,Online
ORD092,Papa John's,"Denver, CO",CO,West,2024-04-02 20:15:00,2024-04-02 20:40:00,April,4,Tuesday,1,20,True,False,Small,Vegan,2,1.0,2,2.0,High,3,25,4.8,20.2,False,28.18627450980392,-3.19,False,12.5,Cash,Offline
ORD093,Little Caesars,"Boston, MA",MA,Northeast,2024-04-03 18:30:00,2024-04-03 18:50:00,April,4,Wednesday,2,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,28.84422110552764,-8.84,False,5.714285714285714,Wallet,Online
ORD094,Pizza Hut,"Chicago, IL",IL,Midwest,2024-04-04 19:45:00,2024-04-04 20:10:00,April,4,Thursday,3,19,True,False,XL,Cheese Burst,5,1.25,20,4.0,Medium,2,25,9.6,15.4,False,29.94845360824742,-4.95,False,6.25,Card,Online
ORD095,Marco's Pizza,"Miami, FL",FL,South,2024-04-05 13:00:00,2024-04-05 13:20:00,April,4,Friday,4,13,False,False,Medium,Non-Veg,3,1.0,6,3.0,High,3,20,7.199999999999999,12.8,False,30.28645833333333,-10.29,False,6.666666666666667,UPI,Online
ORD096,Domino's,"Los Angeles, CA",CA,West,2024-04-06 18:30:00,2024-04-06 18:50:00,April,4,Saturday,5,18,True,True,Large,Veg,4,0.8888888888888888,12,4.5,High,3,20,10.8,9.200000000000001,False,30.25943396226415,-10.26,False,4.444444444444445,Card,Online
ORD097,Papa John's,"Dallas, TX",TX,South,2024-04-07 20:00:00,2024-04-07 20:25:00,April,4,Sunday,6,20,True,True,Medium,Non-Veg,3,1.0,6,3.0,Medium,2,25,7.199999999999999,17.8,False,28.18627450980392,-3.19,False,8.333333333333334,UPI,Online
